Title,Genre,Rating,Votes,Duration
95. A.R.M,Fantasy,7.1, (8.5K),2h 30m
96. The Witch: Revenge,Fantasy,5.3, (763),1h 40m
97. Witch,Fantasy,5.1, (1.4K),1h 47m
98. The Magician's Raincoat,Fantasy,5.5, (77),N/A
99. Super-Charlie,Fantasy,6.4, (102),1h 20m
100. The Invisibles,Fantasy,5.9, (448),1h 51m
101. Tim Travers & the Time Travelers Paradox,Fantasy,6.9, (273),1h 35m
102. Assassin's Guild,Fantasy,3.7, (108),1h 43m
103. Devil's Knight,Fantasy,5.3, (757),1h 30m
104. White Snake: Afloat,Fantasy,6.9, (425),2h 13m
105. Seven Cemeteries,Fantasy,4.4, (484),1h 24m
106. My Oni Girl,Fantasy,6.0, (1.7K),1h 52m
107. Spirit World,Fantasy,5.8, (54),1h 34m
108. School of Magical Animals 3,Fantasy,5.8, (291),1h 45m
109. Balestra,Fantasy,5.1, (501),2h 25m
110. Rita,Fantasy,5.8, (261),1h 47m
111. Dalia y el Libro Rojo,Fantasy,7.3, (26),1h 47m
112. Panda Bear in Africa,Fantasy,5.5, (300),1h 24m
113. Else,Fantasy,6.2, (221),1h 40m
114. The Keepers of the 5 Kingdoms,Fantasy,4.1, (211),1h 49m
115. The Yin Yang Master Zero,Fantasy,5.7, (254),1h 52m
"116. Love, Danielle",Fantasy,8.9, (38),1h 19m
117. Orang Ikan,Fantasy,6.5, (31),1h 23m
118. Sketch,Fantasy,8.3, (41),1h 32m
119. Witch Hunter,Fantasy,4.6, (19),1h 20m
120. Barroz: Guardian of Treasures,Fantasy,3.6, (930),2h 35m
121. Bremenskie muzykanty,Fantasy,4.6, (658),1h 55m
122. The Goat,Fantasy,6.0, (89),1h 40m
123. We Work for the Dead,Fantasy,6.7, (505),1h 24m
124. My Redneck Neighbor: Chapter 2 - Let the Games Begin,Fantasy,N/A,N/A,55m
125. Once Upon a Christmas Wish,Fantasy,6.0, (311),1h 30m
126. Schneewittchen,Fantasy,N/A,N/A,1h 10m
127. The Sleeping Woman,Fantasy,5.2, (541),1h 50m
128. The Seductress from Hell,Fantasy,7.0, (14),1h 42m
129. The Phantom Warrior,Fantasy,2.4, (552),1h 59m
"130. Maya, donne-moi un titre",Fantasy,6.5, (44),1h 1m
131. The Casagrandes Movie,Fantasy,5.6, (645),1h 29m
132. Sun and Moon,Fantasy,N/A,N/A,2h 43m
133. Enchanting Christmas,Fantasy,6.4, (348),1h 31m
134. Taisu Xilie,Fantasy,N/A,N/A,1h 40m
135. UmroAyyar - A New Beginning,Fantasy,6.9, (669),2h 15m
136. Last Song for You,Fantasy,7.3, (88),1h 50m
137. Heartsping : Teenieping of Love,Fantasy,7.0, (19),TV-Y
138. The Opera!,Fantasy,5.7, (22),1h 46m
139. Mayan,Fantasy,8.8, (128),1h 53m
140. Maya Puthagam,Fantasy,5.4, (423),2h 2m
141. Perdiendo el Juicio,Fantasy,7.2, (17),N/A
142. Big City Greens the Movie: Spacecation,Fantasy,6.2, (526),TV-Y7
143. The Time Travel Hills,Fantasy,6.2, (66),1h 22m
144. The Epidemic,Fantasy,5.9, (67),1h 35m
145. My Future You,Fantasy,8.5, (44),1h 49m
146. Noaptea lui Vlad,Fantasy,7.8, (49),N/A
