Title,Genre,Rating,Votes,Duration
47. Azrael,Action,5.4, (10K),1h 26m
48. Drive-Away Dolls,Action,5.4, (23K),1h 24m
49. Uglies,Action,4.7, (32K),1h 40m
50. Blitz,Action,6.2, (15K),2h
51. Arcadian,Action,5.5, (22K),1h 32m
52. Werewolves,Action,4.4, (5.9K),1h 33m
53. Kung Fu Panda 4,Action,6.3, (66K),1h 34m
54. Descendants: The Rise of Red,Action,4.7, (6.8K),1h 31m
55. The Killer,Action,5.7, (12K),2h 6m
56. Lift,Action,5.5, (49K),1h 47m
57. Beverly Hills Cop: Axel F,Action,6.4, (80K),1h 58m
58. The Instigators,Action,6.2, (37K),1h 41m
59. Weekend in Taipei,Action,5.7, (4.3K),1h 40m
60. Apocalypse Z: The Beginning of the End,Action,6.1, (19K),1h 57m
61. Brothers,Action,5.4, (13K),1h 29m
62. Maharaja,Action,8.4, (65K),2h 21m
63. 11 Rebels,Action,6.1, (217),2h 35m
64. Hagen,Action,6.2, (925),2h 19m
65. Canary Black,Action,5.3, (11K),1h 41m
66. Watchmen: Chapter I,Action,7.0, (6.2K),1h 23m
67. Atlas,Action,5.6, (55K),1h 58m
68. Long Gone Heroes,Action,5.2, (934),1h 41m
69. The Silent Hour,Action,6.1, (6.9K),1h 39m
70. Kalki 2898 AD,Action,7.0, (66K),3h
71. Dirty Angels,Action,4.3, (3K),1h 44m
72. Hitpig,Action,5.0, (799),1h 26m
73. The Shadow Strays,Action,6.5, (8.8K),2h 24m
74. Classified,Action,3.7, (2.1K),1h 45m
75. Survive,Action,4.6, (2K),1h 30m
76. Rebel Moon - Part Two: The Scargiver,Action,5.3, (59K),2h 2m
77. Cash Out,Action,4.8, (2.8K),1h 32m
78. Jackpot!,Action,5.8, (30K),1h 46m
79. Dominique,Action,5.3, (2.1K),1h 40m
80. Twilight of the Warriors: Walled In,Action,7.0, (8.7K),2h 6m
81. Trigger Warning,Action,4.6, (19K),1h 46m
82. Under Paris,Action,5.2, (36K),1h 44m
83. Gunner,Action,3.2, (2.3K),1h 46m
84. No Way Up,Action,4.6, (10K),1h 30m
85. Boneyard,Action,4.1, (4.8K),1h 36m
86. Watchmen: Chapter II,Action,7.0, (2.7K),1h 30m
87. Death Whisperer 2,Action,6.4, (1.2K),1h 50m
88. Armor,Action,3.5, (3.6K),1h 29m
89. Megamind vs. The Doom Syndicate,Action,2.5, (5.4K),1h 23m
90. Night Call,Action,6.8, (1.7K),1h 37m
91. Aavesham,Action,7.8, (27K),2h 35m
92. Panda Plan,Action,5.1, (1.1K),1h 39m
93. Agents,Action,3.9, (853),1h 22m
94. Red Right Hand,Action,5.4, (5.7K),1h 51m
95. Damaged,Action,4.7, (7.1K),1h 37m
96. Levels,Action,5.0, (1.4K),1h 33m
97. River of Blood,Action,5.4, (1.5K),1h 26m
98. Role Play,Action,5.5, (19K),1h 40m
99. Max,Action,7.2, (3.1K),2h 12m
100. Take Cover,Action,5.1, (2.3K),1h 30m
101. Harbin,Action,6.6, (460),1h 48m
102. Amaran,Action,8.2, (18K),2h 47m
103. Chief of Station,Action,4.7, (4.3K),1h 37m
104. My Hero Academia: You're Next,Action,7.0, (1.8K),1h 50m
105. Trouble,Action,6.2, (6.6K),1h 38m
